X--Trace 1::[(V(PR3)-V(PR2))],Y--Trace 1::[(V(PR3)-V(PR2))],,X--Trace 2::[-I(Rd:2) | I(PR1)],Y--Trace 2::[-I(Rd:2) | I(PR1)],,X--Trace 3::[V(1) | V(PR3)],Y--Trace 3::[V(1) | V(PR3)]
-3.7,1.299989058,,-3.7,1.08334E-08,,-3.7,-3.700010833
-3.69,1.309988974,,-3.69,1.09168E-08,,-3.69,-3.690010917
-3.68,1.31998889,,-3.68,1.10002E-08,,-3.68,-3.680011
-3.67,1.329988805,,-3.67,1.10836E-08,,-3.67,-3.670011084
-3.66,1.339988721,,-3.66,1.11669E-08,,-3.66,-3.660011167
-3.65,1.349988637,,-3.65,1.12503E-08,,-3.65,-3.65001125
-3.64,1.359988553,,-3.64,1.13337E-08,,-3.64,-3.640011334
-3.63,1.369988469,,-3.63,1.14171E-08,,-3.63,-3.630011417
-3.62,1.379988384,,-3.62,1.15004E-08,,-3.62,-3.6200115
-3.61,1.3899883,,-3.61,1.15838E-08,,-3.61,-3.610011584
-3.6,1.399988216,,-3.6,1.16672E-08,,-3.6,-3.600011667
-3.59,1.409988132,,-3.59,1.17505E-08,,-3.59,-3.590011751
-3.58,1.419988048,,-3.58,1.18339E-08,,-3.58,-3.580011834
-3.57,1.429987963,,-3.57,1.19173E-08,,-3.57,-3.570011917
-3.56,1.439987879,,-3.56,1.20007E-08,,-3.56,-3.560012001
-3.55,1.449987795,,-3.55,1.2084E-08,,-3.55,-3.550012084
-3.54,1.459987711,,-3.54,1.21674E-08,,-3.54,-3.540012167
-3.53,1.469987626,,-3.53,1.22508E-08,,-3.53,-3.530012251
-3.52,1.479987542,,-3.52,1.23342E-08,,-3.52,-3.520012334
-3.51,1.489987458,,-3.51,1.24175E-08,,-3.51,-3.510012418
-3.5,1.499987374,,-3.5,1.25009E-08,,-3.5,-3.500012501
-3.49,1.50998729,,-3.49,1.25843E-08,,-3.49,-3.490012584
-3.48,1.519987205,,-3.48,1.26676E-08,,-3.48,-3.480012668
-3.47,1.529987121,,-3.47,1.2751E-08,,-3.47,-3.470012751
-3.46,1.539987037,,-3.46,1.28344E-08,,-3.46,-3.460012834
-3.45,1.549986953,,-3.45,1.29178E-08,,-3.45,-3.450012918
-3.44,1.559986869,,-3.44,1.30011E-08,,-3.44,-3.440013001
-3.43,1.569986784,,-3.43,1.30845E-08,,-3.43,-3.430013085
-3.42,1.5799867,,-3.42,1.31679E-08,,-3.42,-3.420013168
-3.41,1.589986616,,-3.41,1.32512E-08,,-3.41,-3.410013251
-3.4,1.599986532,,-3.4,1.33346E-08,,-3.4,-3.400013335
-3.39,1.609986448,,-3.39,1.3418E-08,,-3.39,-3.390013418
-3.38,1.619986363,,-3.38,1.35014E-08,,-3.38,-3.380013501
-3.37,1.629986279,,-3.37,1.35847E-08,,-3.37,-3.370013585
-3.36,1.639986195,,-3.36,1.36681E-08,,-3.36,-3.360013668
-3.35,1.649986111,,-3.35,1.37515E-08,,-3.35,-3.350013751
-3.34,1.659986027,,-3.34,1.38349E-08,,-3.34,-3.340013835
-3.33,1.669985942,,-3.33,1.39182E-08,,-3.33,-3.330013918
-3.32,1.679985858,,-3.32,1.40016E-08,,-3.32,-3.320014002
-3.31,1.689985774,,-3.31,1.4085E-08,,-3.31,-3.310014085
-3.3,1.69998569,,-3.3,1.41683E-08,,-3.3,-3.300014168
-3.29,1.709985606,,-3.29,1.42517E-08,,-3.29,-3.290014252
-3.28,1.719985521,,-3.28,1.43351E-08,,-3.28,-3.280014335
-3.27,1.729985437,,-3.27,1.44185E-08,,-3.27,-3.270014418
-3.26,1.739985353,,-3.26,1.45018E-08,,-3.26,-3.260014502
-3.25,1.749985269,,-3.25,1.45852E-08,,-3.25,-3.250014585
-3.24,1.759985185,,-3.24,1.46686E-08,,-3.24,-3.240014669
-3.23,1.7699851,,-3.23,1.4752E-08,,-3.23,-3.230014752
-3.22,1.779985016,,-3.22,1.48353E-08,,-3.22,-3.220014835
-3.21,1.789984932,,-3.21,1.49187E-08,,-3.21,-3.210014919
-3.2,1.799984848,,-3.2,1.50021E-08,,-3.2,-3.200015002
-3.19,1.809984763,,-3.19,1.50854E-08,,-3.19,-3.190015085
-3.18,1.819984679,,-3.18,1.51688E-08,,-3.18,-3.180015169
-3.17,1.829984595,,-3.17,1.52522E-08,,-3.17,-3.170015252
-3.16,1.839984511,,-3.16,1.53356E-08,,-3.16,-3.160015336
-3.15,1.849984427,,-3.15,1.54189E-08,,-3.15,-3.150015419
-3.14,1.859984342,,-3.14,1.55023E-08,,-3.14,-3.140015502
-3.13,1.869984258,,-3.13,1.55857E-08,,-3.13,-3.130015586
-3.12,1.879984174,,-3.12,1.56691E-08,,-3.12,-3.120015669
-3.11,1.88998409,,-3.11,1.57524E-08,,-3.11,-3.110015752
-3.1,1.899984006,,-3.1,1.58358E-08,,-3.1,-3.100015836
-3.09,1.909983921,,-3.09,1.59192E-08,,-3.09,-3.090015919
-3.08,1.919983837,,-3.08,1.60025E-08,,-3.08,-3.080016003
-3.07,1.929983753,,-3.07,1.60859E-08,,-3.07,-3.070016086
-3.06,1.939983669,,-3.06,1.61693E-08,,-3.06,-3.060016169
-3.05,1.949983585,,-3.05,1.62527E-08,,-3.05,-3.050016253
-3.04,1.9599835,,-3.04,1.6336E-08,,-3.04,-3.040016336
-3.03,1.969983416,,-3.03,1.64194E-08,,-3.03,-3.030016419
-3.02,1.979983332,,-3.02,1.65028E-08,,-3.02,-3.020016503
-3.01,1.989983248,,-3.01,1.65862E-08,,-3.01,-3.010016586
-3,1.999983164,,-3,1.66695E-08,,-3,-3.00001667
-2.99,2.009983079,,-2.99,1.67529E-08,,-2.99,-2.990016753
-2.98,2.019982995,,-2.98,1.68363E-08,,-2.98,-2.980016836
-2.97,2.029982911,,-2.97,1.69196E-08,,-2.97,-2.97001692
-2.96,2.039982827,,-2.96,1.7003E-08,,-2.96,-2.960017003
-2.95,2.049982743,,-2.95,1.70864E-08,,-2.95,-2.950017086
-2.94,2.059982658,,-2.94,1.71698E-08,,-2.94,-2.94001717
-2.93,2.069982574,,-2.93,1.72531E-08,,-2.93,-2.930017253
-2.92,2.07998249,,-2.92,1.73365E-08,,-2.92,-2.920017337
-2.91,2.089982406,,-2.91,1.74199E-08,,-2.91,-2.91001742
-2.9,2.099982322,,-2.9,1.75033E-08,,-2.9,-2.900017503
-2.89,2.109982237,,-2.89,1.75866E-08,,-2.89,-2.890017587
-2.88,2.119982153,,-2.88,1.767E-08,,-2.88,-2.88001767
-2.87,2.129982069,,-2.87,1.77534E-08,,-2.87,-2.870017753
-2.86,2.139981985,,-2.86,1.78367E-08,,-2.86,-2.860017837
-2.85,2.1499819,,-2.85,1.79201E-08,,-2.85,-2.85001792
-2.84,2.159981816,,-2.84,1.80035E-08,,-2.84,-2.840018003
-2.83,2.169981732,,-2.83,1.80869E-08,,-2.83,-2.830018087
-2.82,2.179981648,,-2.82,1.81702E-08,,-2.82,-2.82001817
-2.81,2.189981564,,-2.81,1.82536E-08,,-2.81,-2.810018254
-2.8,2.199981479,,-2.8,1.8337E-08,,-2.8,-2.800018337
-2.79,2.209981395,,-2.79,1.84204E-08,,-2.79,-2.79001842
-2.78,2.219981311,,-2.78,1.85037E-08,,-2.78,-2.780018504
-2.77,2.229981227,,-2.77,1.85871E-08,,-2.77,-2.770018587
-2.76,2.239981143,,-2.76,1.86705E-08,,-2.76,-2.76001867
-2.75,2.249981058,,-2.75,1.87538E-08,,-2.75,-2.750018754
-2.74,2.259980974,,-2.74,1.88372E-08,,-2.74,-2.740018837
-2.73,2.26998089,,-2.73,1.89206E-08,,-2.73,-2.730018921
-2.72,2.279980806,,-2.72,1.9004E-08,,-2.72,-2.720019004
-2.71,2.289980722,,-2.71,1.90873E-08,,-2.71,-2.710019087
-2.7,2.299980637,,-2.7,1.91707E-08,,-2.7,-2.700019171
-2.69,2.309980553,,-2.69,1.92541E-08,,-2.69,-2.690019254
-2.68,2.319980469,,-2.68,1.93375E-08,,-2.68,-2.680019337
-2.67,2.329980385,,-2.67,1.94208E-08,,-2.67,-2.670019421
-2.66,2.339980301,,-2.66,1.95042E-08,,-2.66,-2.660019504
-2.65,2.349980216,,-2.65,1.95876E-08,,-2.65,-2.650019588
-2.64,2.359980132,,-2.64,1.96709E-08,,-2.64,-2.640019671
-2.63,2.369980048,,-2.63,1.97543E-08,,-2.63,-2.630019754
-2.62,2.379979964,,-2.62,1.98377E-08,,-2.62,-2.620019838
-2.61,2.38997988,,-2.61,1.99211E-08,,-2.61,-2.610019921
-2.6,2.399979795,,-2.6,2.00044E-08,,-2.6,-2.600020004
-2.59,2.409979711,,-2.59,2.00878E-08,,-2.59,-2.590020088
-2.58,2.419979627,,-2.58,2.01712E-08,,-2.58,-2.580020171
-2.57,2.429979543,,-2.57,2.02546E-08,,-2.57,-2.570020255
-2.56,2.439979458,,-2.56,2.03379E-08,,-2.56,-2.560020338
-2.55,2.449979374,,-2.55,2.04213E-08,,-2.55,-2.550020421
-2.54,2.45997929,,-2.54,2.05047E-08,,-2.54,-2.540020505
-2.53,2.469979206,,-2.53,2.0588E-08,,-2.53,-2.530020588
-2.52,2.479979122,,-2.52,2.06714E-08,,-2.52,-2.520020671
-2.51,2.489979037,,-2.51,2.07548E-08,,-2.51,-2.510020755
-2.5,2.499978953,,-2.5,2.08382E-08,,-2.5,-2.500020838
-2.49,2.509978869,,-2.49,2.09215E-08,,-2.49,-2.490020922
-2.48,2.519978785,,-2.48,2.10049E-08,,-2.48,-2.480021005
-2.47,2.529978701,,-2.47,2.10883E-08,,-2.47,-2.470021088
-2.46,2.539978616,,-2.46,2.11716E-08,,-2.46,-2.460021172
-2.45,2.549978532,,-2.45,2.1255E-08,,-2.45,-2.450021255
-2.44,2.559978448,,-2.44,2.13384E-08,,-2.44,-2.440021338
-2.43,2.569978364,,-2.43,2.14218E-08,,-2.43,-2.430021422
-2.42,2.57997828,,-2.42,2.15051E-08,,-2.42,-2.420021505
-2.41,2.589978195,,-2.41,2.15885E-08,,-2.41,-2.410021589
-2.4,2.599978111,,-2.4,2.16719E-08,,-2.4,-2.400021672
-2.39,2.609978027,,-2.39,2.17553E-08,,-2.39,-2.390021755
-2.38,2.619977943,,-2.38,2.18386E-08,,-2.38,-2.380021839
-2.37,2.629977859,,-2.37,2.1922E-08,,-2.37,-2.370021922
-2.36,2.639977774,,-2.36,2.20054E-08,,-2.36,-2.360022005
-2.35,2.64997769,,-2.35,2.20887E-08,,-2.35,-2.350022089
-2.34,2.659977606,,-2.34,2.21721E-08,,-2.34,-2.340022172
-2.33,2.669977522,,-2.33,2.22555E-08,,-2.33,-2.330022255
-2.32,2.679977438,,-2.32,2.23389E-08,,-2.32,-2.320022339
-2.31,2.689977353,,-2.31,2.24222E-08,,-2.31,-2.310022422
-2.3,2.699977269,,-2.3,2.25056E-08,,-2.3,-2.300022506
-2.29,2.709977185,,-2.29,2.2589E-08,,-2.29,-2.290022589
-2.28,2.719977101,,-2.28,2.26724E-08,,-2.28,-2.280022672
-2.27,2.729977017,,-2.27,2.27557E-08,,-2.27,-2.270022756
-2.26,2.739976932,,-2.26,2.28391E-08,,-2.26,-2.260022839
-2.25,2.749976848,,-2.25,2.29225E-08,,-2.25,-2.250022922
-2.24,2.759976764,,-2.24,2.30058E-08,,-2.24,-2.240023006
-2.23,2.76997668,,-2.23,2.30892E-08,,-2.23,-2.230023089
-2.22,2.779976595,,-2.22,2.31726E-08,,-2.22,-2.220023173
-2.21,2.789976511,,-2.21,2.3256E-08,,-2.21,-2.210023256
-2.2,2.799976427,,-2.2,2.33393E-08,,-2.2,-2.200023339
-2.19,2.809976343,,-2.19,2.34227E-08,,-2.19,-2.190023423
-2.18,2.819976259,,-2.18,2.35061E-08,,-2.18,-2.180023506
-2.17,2.829976174,,-2.17,2.35895E-08,,-2.17,-2.170023589
-2.16,2.83997609,,-2.16,2.36728E-08,,-2.16,-2.160023673
-2.15,2.849976006,,-2.15,2.37562E-08,,-2.15,-2.150023756
-2.14,2.859975922,,-2.14,2.38396E-08,,-2.14,-2.14002384
-2.13,2.869975838,,-2.13,2.39229E-08,,-2.13,-2.130023923
-2.12,2.879975753,,-2.12,2.40063E-08,,-2.12,-2.120024006
-2.11,2.889975669,,-2.11,2.40897E-08,,-2.11,-2.11002409
-2.1,2.899975585,,-2.1,2.41731E-08,,-2.1,-2.100024173
-2.09,2.909975501,,-2.09,2.42564E-08,,-2.09,-2.090024256
-2.08,2.919975417,,-2.08,2.43398E-08,,-2.08,-2.08002434
-2.07,2.929975332,,-2.07,2.44232E-08,,-2.07,-2.070024423
-2.06,2.939975248,,-2.06,2.45066E-08,,-2.06,-2.060024507
-2.05,2.949975164,,-2.05,2.45899E-08,,-2.05,-2.05002459
-2.04,2.95997508,,-2.04,2.46733E-08,,-2.04,-2.040024673
-2.03,2.969974996,,-2.03,2.47567E-08,,-2.03,-2.030024757
-2.02,2.979974911,,-2.02,2.484E-08,,-2.02,-2.02002484
-2.01,2.989974827,,-2.01,2.49234E-08,,-2.01,-2.010024923
-2,2.999974743,,-2,2.50068E-08,,-2,-2.000025007
-1.99,3.009974659,,-1.99,2.50902E-08,,-1.99,-1.99002509
-1.98,3.019974575,,-1.98,2.51735E-08,,-1.98,-1.980025174
-1.97,3.02997449,,-1.97,2.52569E-08,,-1.97,-1.970025257
-1.96,3.039974406,,-1.96,2.53403E-08,,-1.96,-1.96002534
-1.95,3.049974322,,-1.95,2.54237E-08,,-1.95,-1.950025424
-1.94,3.059974238,,-1.94,2.5507E-08,,-1.94,-1.940025507
-1.93,3.069974154,,-1.93,2.55904E-08,,-1.93,-1.93002559
-1.92,3.079974069,,-1.92,2.56738E-08,,-1.92,-1.920025674
-1.91,3.089973985,,-1.91,2.57571E-08,,-1.91,-1.910025757
-1.9,3.099973901,,-1.9,2.58405E-08,,-1.9,-1.900025841
-1.89,3.109973817,,-1.89,2.59239E-08,,-1.89,-1.890025924
-1.88,3.119973732,,-1.88,2.60073E-08,,-1.88,-1.880026007
-1.87,3.129973648,,-1.87,2.60906E-08,,-1.87,-1.870026091
-1.86,3.139973564,,-1.86,2.6174E-08,,-1.86,-1.860026174
-1.85,3.14997348,,-1.85,2.62574E-08,,-1.85,-1.850026257
-1.84,3.159973396,,-1.84,2.63408E-08,,-1.84,-1.840026341
-1.83,3.169973311,,-1.83,2.64241E-08,,-1.83,-1.830026424
-1.82,3.179973227,,-1.82,2.65075E-08,,-1.82,-1.820026507
-1.81,3.189973143,,-1.81,2.65909E-08,,-1.81,-1.810026591
-1.8,3.199973059,,-1.8,2.66742E-08,,-1.8,-1.800026674
-1.79,3.209972975,,-1.79,2.67576E-08,,-1.79,-1.790026758
-1.78,3.21997289,,-1.78,2.6841E-08,,-1.78,-1.780026841
-1.77,3.229972806,,-1.77,2.69244E-08,,-1.77,-1.770026924
-1.76,3.239972722,,-1.76,2.70077E-08,,-1.76,-1.760027008
-1.75,3.249972638,,-1.75,2.70911E-08,,-1.75,-1.750027091
-1.74,3.259972554,,-1.74,2.71745E-08,,-1.74,-1.740027174
-1.73,3.269972469,,-1.73,2.72579E-08,,-1.73,-1.730027258
-1.72,3.279972385,,-1.72,2.73412E-08,,-1.72,-1.720027341
-1.71,3.289972301,,-1.71,2.74246E-08,,-1.71,-1.710027425
-1.7,3.299972217,,-1.7,2.7508E-08,,-1.7,-1.700027508
-1.69,3.309972133,,-1.69,2.75913E-08,,-1.69,-1.690027591
-1.68,3.319972048,,-1.68,2.76747E-08,,-1.68,-1.680027675
-1.67,3.329971964,,-1.67,2.77581E-08,,-1.67,-1.670027758
-1.66,3.33997188,,-1.66,2.78415E-08,,-1.66,-1.660027841
-1.65,3.349971796,,-1.65,2.79248E-08,,-1.65,-1.650027925
-1.64,3.359971712,,-1.64,2.80082E-08,,-1.64,-1.640028008
-1.63,3.369971627,,-1.63,2.80916E-08,,-1.63,-1.630028092
-1.62,3.379971543,,-1.62,2.8175E-08,,-1.62,-1.620028175
-1.61,3.389971459,,-1.61,2.82583E-08,,-1.61,-1.610028258
-1.6,3.399971375,,-1.6,2.83417E-08,,-1.6,-1.600028342
-1.59,3.40997129,,-1.59,2.84251E-08,,-1.59,-1.590028425
-1.58,3.419971206,,-1.58,2.85084E-08,,-1.58,-1.580028508
-1.57,3.429971122,,-1.57,2.85918E-08,,-1.57,-1.570028592
-1.56,3.439971038,,-1.56,2.86752E-08,,-1.56,-1.560028675
-1.55,3.449970954,,-1.55,2.87586E-08,,-1.55,-1.550028759
-1.54,3.459970869,,-1.54,2.88419E-08,,-1.54,-1.540028842
-1.53,3.469970785,,-1.53,2.89253E-08,,-1.53,-1.530028925
-1.52,3.479970701,,-1.52,2.90087E-08,,-1.52,-1.520029009
-1.51,3.489970617,,-1.51,2.9092E-08,,-1.51,-1.510029092
-1.5,3.499970533,,-1.5,2.91754E-08,,-1.5,-1.500029175
-1.49,3.509970448,,-1.49,2.92588E-08,,-1.49,-1.490029259
-1.48,3.519970364,,-1.48,2.93422E-08,,-1.48,-1.480029342
-1.47,3.52997028,,-1.47,2.94255E-08,,-1.47,-1.470029426
-1.46,3.539970196,,-1.46,2.95089E-08,,-1.46,-1.460029509
-1.45,3.549970112,,-1.45,2.95923E-08,,-1.45,-1.450029592
-1.44,3.559970027,,-1.44,2.96757E-08,,-1.44,-1.440029676
-1.43,3.569969943,,-1.43,2.9759E-08,,-1.43,-1.430029759
-1.42,3.579969859,,-1.42,2.98424E-08,,-1.42,-1.420029842
-1.41,3.589969775,,-1.41,2.99258E-08,,-1.41,-1.410029926
-1.4,3.599969691,,-1.4,3.00091E-08,,-1.4,-1.400030009
-1.39,3.609969606,,-1.39,3.00925E-08,,-1.39,-1.390030093
-1.38,3.619969522,,-1.38,3.01759E-08,,-1.38,-1.380030176
-1.37,3.629969438,,-1.37,3.02593E-08,,-1.37,-1.370030259
-1.36,3.639969354,,-1.36,3.03426E-08,,-1.36,-1.360030343
-1.35,3.64996927,,-1.35,3.0426E-08,,-1.35,-1.350030426
-1.34,3.659969185,,-1.34,3.05094E-08,,-1.34,-1.340030509
-1.33,3.669969101,,-1.33,3.05928E-08,,-1.33,-1.330030593
-1.32,3.679969017,,-1.32,3.06761E-08,,-1.32,-1.320030676
-1.31,3.689968933,,-1.31,3.07595E-08,,-1.31,-1.31003076
-1.3,3.699968849,,-1.3,3.08429E-08,,-1.3,-1.300030843
-1.29,3.709968764,,-1.29,3.09262E-08,,-1.29,-1.290030926
-1.28,3.71996868,,-1.28,3.10096E-08,,-1.28,-1.28003101
-1.27,3.729968596,,-1.27,3.1093E-08,,-1.27,-1.270031093
-1.26,3.739968512,,-1.26,3.11764E-08,,-1.26,-1.260031176
-1.25,3.749968427,,-1.25,3.12597E-08,,-1.25,-1.25003126
-1.24,3.759968343,,-1.24,3.13431E-08,,-1.24,-1.240031343
-1.23,3.769968259,,-1.23,3.14265E-08,,-1.23,-1.230031426
-1.22,3.779968175,,-1.22,3.15099E-08,,-1.22,-1.22003151
-1.21,3.789968091,,-1.21,3.15932E-08,,-1.21,-1.210031593
-1.2,3.799968006,,-1.2,3.16766E-08,,-1.2,-1.200031677
-1.19,3.809967922,,-1.19,3.176E-08,,-1.19,-1.19003176
-1.18,3.819967838,,-1.18,3.18433E-08,,-1.18,-1.180031843
-1.17,3.829967754,,-1.17,3.19267E-08,,-1.17,-1.170031927
-1.16,3.83996767,,-1.16,3.20101E-08,,-1.16,-1.16003201
-1.15,3.849967585,,-1.15,3.20935E-08,,-1.15,-1.150032093
-1.14,3.859967501,,-1.14,3.21768E-08,,-1.14,-1.140032177
-1.13,3.869967417,,-1.13,3.22602E-08,,-1.13,-1.13003226
-1.12,3.879967333,,-1.12,3.23436E-08,,-1.12,-1.120032344
-1.11,3.889967249,,-1.11,3.2427E-08,,-1.11,-1.110032427
-1.1,3.899967164,,-1.1,3.25103E-08,,-1.1,-1.10003251
-1.09,3.90996708,,-1.09,3.25937E-08,,-1.09,-1.090032594
-1.08,3.919966996,,-1.08,3.26771E-08,,-1.08,-1.080032677
-1.07,3.929966912,,-1.07,3.27604E-08,,-1.07,-1.07003276
-1.06,3.939966828,,-1.06,3.28438E-08,,-1.06,-1.060032844
-1.05,3.949966743,,-1.05,3.29272E-08,,-1.05,-1.050032927
-1.04,3.959966659,,-1.04,3.30106E-08,,-1.04,-1.040033011
-1.03,3.969966575,,-1.03,3.30939E-08,,-1.03,-1.030033094
-1.02,3.979966491,,-1.02,3.31773E-08,,-1.02,-1.020033177
-1.01,3.989966407,,-1.01,3.32607E-08,,-1.01,-1.010033261
-1,3.999966322,,-1,3.33441E-08,,-1,-1.000033344
-0.99,4.009966238,,-0.99,3.34274E-08,,-0.99,-0.990033427
-0.98,4.019966154,,-0.98,3.35108E-08,,-0.98,-0.980033511
-0.97,4.02996607,,-0.97,3.35942E-08,,-0.97,-0.970033594
-0.96,4.039965986,,-0.96,3.36775E-08,,-0.96,-0.960033678
-0.95,4.049965901,,-0.95,3.37609E-08,,-0.95,-0.950033761
-0.94,4.059965817,,-0.94,3.38443E-08,,-0.94,-0.940033844
-0.93,4.069965733,,-0.93,3.39277E-08,,-0.93,-0.930033928
-0.92,4.079965649,,-0.92,3.4011E-08,,-0.92,-0.920034011
-0.91,4.089965564,,-0.91,3.40944E-08,,-0.91,-0.910034094
-0.9,4.09996548,,-0.9,3.41778E-08,,-0.9,-0.900034178
-0.89,4.109965396,,-0.89,3.42612E-08,,-0.89,-0.890034261
-0.88,4.119965312,,-0.88,3.43445E-08,,-0.88,-0.880034345
-0.87,4.129965228,,-0.87,3.44279E-08,,-0.87,-0.870034428
-0.86,4.139965143,,-0.86,3.45113E-08,,-0.86,-0.860034511
-0.85,4.149965059,,-0.85,3.45946E-08,,-0.85,-0.850034595
-0.84,4.159964975,,-0.84,3.4678E-08,,-0.84,-0.840034678
-0.83,4.169964891,,-0.83,3.47614E-08,,-0.83,-0.830034761
-0.82,4.179964807,,-0.82,3.48448E-08,,-0.82,-0.820034845
-0.81,4.189964722,,-0.81,3.49281E-08,,-0.81,-0.810034928
-0.8,4.199964638,,-0.8,3.50115E-08,,-0.8,-0.800035012
-0.79,4.209964554,,-0.79,3.50949E-08,,-0.79,-0.790035095
-0.78,4.21996447,,-0.78,3.51783E-08,,-0.78,-0.780035178
-0.77,4.229964386,,-0.77,3.52616E-08,,-0.77,-0.770035262
-0.76,4.239964301,,-0.76,3.5345E-08,,-0.76,-0.760035345
-0.75,4.249964217,,-0.75,3.54284E-08,,-0.75,-0.750035428
-0.74,4.259964133,,-0.74,3.55117E-08,,-0.74,-0.740035512
-0.73,4.269964049,,-0.73,3.55951E-08,,-0.73,-0.730035595
-0.72,4.279963965,,-0.72,3.56785E-08,,-0.72,-0.720035678
-0.71,4.28996388,,-0.71,3.57619E-08,,-0.71,-0.710035762
-0.7,4.299963796,,-0.7,3.58452E-08,,-0.7,-0.700035845
-0.69,4.309963712,,-0.69,3.59286E-08,,-0.69,-0.690035929
-0.68,4.319963628,,-0.68,3.6012E-08,,-0.68,-0.680036012
-0.67,4.329963544,,-0.67,3.60954E-08,,-0.67,-0.670036095
-0.66,4.339963459,,-0.66,3.61787E-08,,-0.66,-0.660036179
-0.65,4.349963375,,-0.65,3.62621E-08,,-0.65,-0.650036262
-0.64,4.359963291,,-0.64,3.63455E-08,,-0.64,-0.640036345
-0.63,4.369963207,,-0.63,3.64288E-08,,-0.63,-0.630036429
-0.62,4.379963123,,-0.62,3.65122E-08,,-0.62,-0.620036512
-0.61,4.389963038,,-0.61,3.65956E-08,,-0.61,-0.610036596
-0.6,4.399962954,,-0.6,3.6679E-08,,-0.6,-0.600036679
-0.59,4.40996287,,-0.59,3.67623E-08,,-0.59,-0.590036762
-0.58,4.419962786,,-0.58,3.68457E-08,,-0.58,-0.580036846
-0.57,4.429962701,,-0.57,3.69291E-08,,-0.57,-0.570036929
-0.56,4.439962617,,-0.56,3.70124E-08,,-0.56,-0.560037012
-0.55,4.449962533,,-0.55,3.70958E-08,,-0.55,-0.550037096
-0.54,4.459962449,,-0.54,3.71792E-08,,-0.54,-0.540037179
-0.53,4.469962365,,-0.53,3.72626E-08,,-0.53,-0.530037263
-0.52,4.47996228,,-0.52,3.73459E-08,,-0.52,-0.520037346
-0.51,4.489962196,,-0.51,3.74293E-08,,-0.51,-0.510037429
-0.5,4.499962112,,-0.5,3.75127E-08,,-0.5,-0.500037513
-0.49,4.509962028,,-0.49,3.75961E-08,,-0.49,-0.490037596
-0.48,4.519961944,,-0.48,3.76794E-08,,-0.48,-0.480037679
-0.47,4.529961859,,-0.47,3.77628E-08,,-0.47,-0.470037763
-0.46,4.539961775,,-0.46,3.78462E-08,,-0.46,-0.460037846
-0.45,4.549961691,,-0.45,3.79295E-08,,-0.45,-0.45003793
-0.44,4.559961607,,-0.44,3.80129E-08,,-0.44,-0.440038013
-0.43,4.569961523,,-0.43,3.80963E-08,,-0.43,-0.430038096
-0.42,4.579961438,,-0.42,3.81797E-08,,-0.42,-0.42003818
-0.41,4.589961354,,-0.41,3.8263E-08,,-0.41,-0.410038263
-0.4,4.59996127,,-0.4,3.83464E-08,,-0.4,-0.400038346
-0.39,4.609961186,,-0.39,3.84298E-08,,-0.39,-0.39003843
-0.38,4.619961102,,-0.38,3.85132E-08,,-0.38,-0.380038513
-0.37,4.629961017,,-0.37,3.85965E-08,,-0.37,-0.370038597
-0.36,4.639960933,,-0.36,3.86799E-08,,-0.36,-0.36003868
-0.35,4.649960849,,-0.35,3.87633E-08,,-0.35,-0.350038763
-0.34,4.659960765,,-0.34,3.88466E-08,,-0.34,-0.340038847
-0.33,4.669960681,,-0.33,3.893E-08,,-0.33,-0.33003893
-0.32,4.679960596,,-0.32,3.90134E-08,,-0.32,-0.320039013
-0.31,4.689960512,,-0.31,3.90968E-08,,-0.31,-0.310039097
