X--Trace 1::[(V(PR3)-V(PR2))],Y--Trace 1::[(V(PR3)-V(PR2))],,X--Trace 2::[-I(Rd:2) | I(PR1)],Y--Trace 2::[-I(Rd:2) | I(PR1)],,X--Trace 3::[V(1) | V(PR3)],Y--Trace 3::[V(1) | V(PR3)]
-0.3,4.699960428,,-0.3,3.91801E-08,,-0.3,-0.30003918
-0.29,4.709960344,,-0.29,3.92635E-08,,-0.29,-0.290039264
-0.28,4.719960259,,-0.28,3.93469E-08,,-0.28,-0.280039347
-0.27,4.729960175,,-0.27,3.94303E-08,,-0.27,-0.27003943
-0.26,4.739960091,,-0.26,3.95136E-08,,-0.26,-0.260039514
-0.25,4.749960007,,-0.25,3.9597E-08,,-0.25,-0.250039597
-0.24,4.759959923,,-0.24,3.96804E-08,,-0.24,-0.24003968
-0.23,4.769959838,,-0.23,3.97637E-08,,-0.23,-0.230039764
-0.22,4.779959754,,-0.22,3.98471E-08,,-0.22,-0.220039847
-0.21,4.78995967,,-0.21,3.99305E-08,,-0.21,-0.21003993
-0.2,4.799959586,,-0.2,4.00139E-08,,-0.2,-0.200040014
-0.19,4.809959502,,-0.19,4.00972E-08,,-0.19,-0.190040097
-0.18,4.819959417,,-0.18,4.01806E-08,,-0.18,-0.180040181
-0.17,4.829959333,,-0.17,4.0264E-08,,-0.17,-0.170040264
-0.16,4.839959249,,-0.16,4.03474E-08,,-0.16,-0.160040347
-0.15,4.849959165,,-0.15,4.04307E-08,,-0.15,-0.150040431
-0.14,4.859959081,,-0.14,4.05141E-08,,-0.14,-0.140040514
-0.13,4.869958996,,-0.13,4.05975E-08,,-0.13,-0.130040597
-0.12,4.879958912,,-0.12,4.06808E-08,,-0.12,-0.120040681
-0.11,4.889958828,,-0.11,4.07642E-08,,-0.11,-0.110040764
-0.1,4.899958744,,-0.1,4.08476E-08,,-0.1,-0.100040848
-0.09,4.90995866,,-0.09,4.0931E-08,,-0.09,-0.090040931
-0.08,4.919958575,,-0.08,4.10143E-08,,-0.08,-0.080041014
-0.07,4.929958491,,-0.07,4.10977E-08,,-0.07,-0.070041098
-0.06,4.939958407,,-0.06,4.11811E-08,,-0.06,-0.060041181
-0.05,4.949958323,,-0.05,4.12645E-08,,-0.05,-0.050041264
-0.04,4.959958239,,-0.04,4.13478E-08,,-0.04,-0.040041348
-0.03,4.969958154,,-0.03,4.14312E-08,,-0.03,-0.030041431
-0.02,4.97995807,,-0.02,4.15146E-08,,-0.02,-0.020041515
-0.01,4.989957986,,-0.01,4.15979E-08,,-0.01,-0.010041598
-1.0494E-13,4.999957902,,-1.0494E-13,4.16813E-08,,-1.0494E-13,-4.16813E-05
0.01,5.009957818,,0.01,4.17647E-08,,0.01,0.009958235
0.02,5.019957733,,0.02,4.18481E-08,,0.02,0.019958152
0.03,5.029957649,,0.03,4.19314E-08,,0.03,0.029958069
0.04,5.039957565,,0.04,4.20148E-08,,0.04,0.039957985
0.05,5.049957481,,0.05,4.20982E-08,,0.05,0.049957902
0.06,5.059957396,,0.06,4.21816E-08,,0.06,0.059957818
0.07,5.069957312,,0.07,4.22649E-08,,0.07,0.069957735
0.08,5.079957228,,0.08,4.23483E-08,,0.08,0.079957652
0.09,5.089957144,,0.09,4.24317E-08,,0.09,0.089957568
0.1,5.09995706,,0.1,4.2515E-08,,0.1,0.099957485
0.11,5.109956975,,0.11,4.25984E-08,,0.11,0.109957402
0.12,5.119956891,,0.12,4.26818E-08,,0.12,0.119957318
0.13,5.129956807,,0.13,4.27652E-08,,0.13,0.129957235
0.14,5.139956723,,0.14,4.28485E-08,,0.14,0.139957151
0.15,5.149956639,,0.15,4.29319E-08,,0.15,0.149957068
0.16,5.159956554,,0.16,4.30153E-08,,0.16,0.159956985
0.17,5.16995647,,0.17,4.30987E-08,,0.17,0.169956901
0.18,5.179956386,,0.18,4.3182E-08,,0.18,0.179956818
0.19,5.189956302,,0.19,4.32654E-08,,0.19,0.189956735
0.2,5.199956218,,0.2,4.33488E-08,,0.2,0.199956651
0.21,5.209956133,,0.21,4.34321E-08,,0.21,0.209956568
0.22,5.219956049,,0.22,4.35155E-08,,0.22,0.219956484
0.23,5.229955965,,0.23,4.35989E-08,,0.23,0.229956401
0.24,5.239955881,,0.24,4.36823E-08,,0.24,0.239956318
0.25,5.249955797,,0.25,4.37656E-08,,0.25,0.249956234
0.26,5.259955712,,0.26,4.3849E-08,,0.26,0.259956151
0.27,5.269955628,,0.27,4.39324E-08,,0.27,0.269956068
0.28,5.279955544,,0.28,4.40158E-08,,0.28,0.279955984
0.29,5.28995546,,0.29,4.40991E-08,,0.29,0.289955901
0.3,5.299955376,,0.3,4.41825E-08,,0.3,0.299955818
0.31,5.309955291,,0.31,4.42659E-08,,0.31,0.309955734
0.32,5.319955207,,0.32,4.43492E-08,,0.32,0.319955651
0.33,5.329955123,,0.33,4.44326E-08,,0.33,0.329955567
0.34,5.339955039,,0.34,4.4516E-08,,0.34,0.339955484
0.35,5.349954955,,0.35,4.45994E-08,,0.35,0.349955401
0.36,5.35995487,,0.36,4.46827E-08,,0.36,0.359955317
0.37,5.369954786,,0.37,4.47661E-08,,0.37,0.369955234
0.38,5.379954702,,0.38,4.48495E-08,,0.38,0.379955151
0.39,5.389954618,,0.39,4.49328E-08,,0.39,0.389955067
0.4,5.399954533,,0.4,4.50162E-08,,0.4,0.399954984
0.41,5.409954449,,0.41,4.50996E-08,,0.41,0.4099549
0.42,5.419954365,,0.42,4.5183E-08,,0.42,0.419954817
0.43,5.429954281,,0.43,4.52663E-08,,0.43,0.429954734
0.44,5.439954197,,0.44,4.53497E-08,,0.44,0.43995465
0.45,5.449954112,,0.45,4.54331E-08,,0.45,0.449954567
0.46,5.459954028,,0.46,4.55165E-08,,0.46,0.459954484
0.47,5.469953944,,0.47,4.55998E-08,,0.47,0.4699544
0.48,5.47995386,,0.48,4.56832E-08,,0.48,0.479954317
0.49,5.489953776,,0.49,4.57666E-08,,0.49,0.489954233
0.5,5.499953691,,0.5,4.58499E-08,,0.5,0.49995415
0.51,5.509953607,,0.51,4.59333E-08,,0.51,0.509954067
0.52,5.519953523,,0.52,4.60167E-08,,0.52,0.519953983
0.53,5.529953439,,0.53,4.61001E-08,,0.53,0.5299539
0.54,5.539953355,,0.54,4.61834E-08,,0.54,0.539953817
0.55,5.54995327,,0.55,4.62668E-08,,0.55,0.549953733
0.56,5.559953186,,0.56,4.63502E-08,,0.56,0.55995365
0.57,5.569953102,,0.57,4.64336E-08,,0.57,0.569953566
0.58,5.579953018,,0.58,4.65169E-08,,0.58,0.579953483
0.59,5.589952934,,0.59,4.66003E-08,,0.59,0.5899534
0.6,5.599952849,,0.6,4.66837E-08,,0.6,0.599953316
0.61,5.609952765,,0.61,4.6767E-08,,0.61,0.609953233
0.62,5.619952681,,0.62,4.68504E-08,,0.62,0.61995315
0.63,5.629952597,,0.63,4.69338E-08,,0.63,0.629953066
0.64,5.639952513,,0.64,4.70172E-08,,0.64,0.639952983
0.65,5.649952428,,0.65,4.71005E-08,,0.65,0.649952899
0.66,5.659952344,,0.66,4.71839E-08,,0.66,0.659952816
0.67,5.66995226,,0.67,4.72673E-08,,0.67,0.669952733
0.68,5.679952176,,0.68,4.73507E-08,,0.68,0.679952649
0.69,5.689952091,,0.69,4.7434E-08,,0.69,0.689952566
0.7,5.699952007,,0.7,4.75174E-08,,0.7,0.699952483
0.71,5.709951923,,0.71,4.76008E-08,,0.71,0.709952399
0.72,5.719951839,,0.72,4.76841E-08,,0.72,0.719952316
0.73,5.729951755,,0.73,4.77675E-08,,0.73,0.729952232
0.74,5.73995167,,0.74,4.78509E-08,,0.74,0.739952149
0.75,5.749951586,,0.75,4.79343E-08,,0.75,0.749952066
0.76,5.759951502,,0.76,4.80176E-08,,0.76,0.759951982
0.77,5.769951418,,0.77,4.8101E-08,,0.77,0.769951899
0.78,5.779951334,,0.78,4.81844E-08,,0.78,0.779951816
0.79,5.789951249,,0.79,4.82678E-08,,0.79,0.789951732
0.8,5.799951165,,0.8,4.83511E-08,,0.8,0.799951649
0.81,5.809951081,,0.81,4.84345E-08,,0.81,0.809951566
0.82,5.819950997,,0.82,4.85179E-08,,0.82,0.819951482
0.83,5.829950913,,0.83,4.86012E-08,,0.83,0.829951399
0.84,5.839950828,,0.84,4.86846E-08,,0.84,0.839951315
0.85,5.849950744,,0.85,4.8768E-08,,0.85,0.849951232
0.86,5.85995066,,0.86,4.88514E-08,,0.86,0.859951149
0.87,5.869950576,,0.87,4.89347E-08,,0.87,0.869951065
0.88,5.879950492,,0.88,4.90181E-08,,0.88,0.879950982
0.89,5.889950407,,0.89,4.91015E-08,,0.89,0.889950899
0.9,5.899950323,,0.9,4.91849E-08,,0.9,0.899950815
0.91,5.909950239,,0.91,4.92682E-08,,0.91,0.909950732
0.92,5.919950155,,0.92,4.93516E-08,,0.92,0.919950648
0.93,5.929950071,,0.93,4.9435E-08,,0.93,0.929950565
0.94,5.939949986,,0.94,4.95183E-08,,0.94,0.939950482
0.95,5.949949902,,0.95,4.96017E-08,,0.95,0.949950398
0.96,5.959949818,,0.96,4.96851E-08,,0.96,0.959950315
0.97,5.969949734,,0.97,4.97685E-08,,0.97,0.969950232
0.98,5.97994965,,0.98,4.98518E-08,,0.98,0.979950148
0.99,5.989949565,,0.99,4.99352E-08,,0.99,0.989950065
1,5.999949481,,1,5.00186E-08,,1,0.999949981
1.01,6.009949397,,1.01,5.0102E-08,,1.01,1.009949898
1.02,6.019949313,,1.02,5.01853E-08,,1.02,1.019949815
1.03,6.029949228,,1.03,5.02687E-08,,1.03,1.029949731
1.04,6.039949144,,1.04,5.03521E-08,,1.04,1.039949648
1.05,6.04994906,,1.05,5.04354E-08,,1.05,1.049949565
1.06,6.059948976,,1.06,5.05188E-08,,1.06,1.059949481
1.07,6.069948892,,1.07,5.06022E-08,,1.07,1.069949398
1.08,6.079948807,,1.08,5.06856E-08,,1.08,1.079949314
1.09,6.089948723,,1.09,5.07689E-08,,1.09,1.089949231
1.1,6.099948639,,1.1,5.08523E-08,,1.1,1.099949148
1.11,6.109948555,,1.11,5.09357E-08,,1.11,1.109949064
1.12,6.119948471,,1.12,5.10191E-08,,1.12,1.119948981
1.13,6.129948386,,1.13,5.11024E-08,,1.13,1.129948898
1.14,6.139948302,,1.14,5.11858E-08,,1.14,1.139948814
1.15,6.149948218,,1.15,5.12692E-08,,1.15,1.149948731
1.16,6.159948134,,1.16,5.13525E-08,,1.16,1.159948647
1.17,6.16994805,,1.17,5.14359E-08,,1.17,1.169948564
1.18,6.179947965,,1.18,5.15193E-08,,1.18,1.179948481
1.19,6.189947881,,1.19,5.16027E-08,,1.19,1.189948397
1.2,6.199947797,,1.2,5.1686E-08,,1.2,1.199948314
1.21,6.209947713,,1.21,5.17694E-08,,1.21,1.209948231
1.22,6.219947629,,1.22,5.18528E-08,,1.22,1.219948147
1.23,6.229947544,,1.23,5.19362E-08,,1.23,1.229948064
1.24,6.23994746,,1.24,5.20195E-08,,1.24,1.23994798
1.25,6.249947376,,1.25,5.21029E-08,,1.25,1.249947897
1.26,6.259947292,,1.26,5.21863E-08,,1.26,1.259947814
1.27,6.269947208,,1.27,5.22696E-08,,1.27,1.26994773
1.28,6.279947123,,1.28,5.2353E-08,,1.28,1.279947647
1.29,6.289947039,,1.29,5.24364E-08,,1.29,1.289947564
1.3,6.299946955,,1.3,5.25198E-08,,1.3,1.29994748
1.31,6.309946871,,1.31,5.26031E-08,,1.31,1.309947397
1.32,6.319946787,,1.32,5.26865E-08,,1.32,1.319947313
1.33,6.329946702,,1.33,5.27699E-08,,1.33,1.32994723
1.34,6.339946618,,1.34,5.28532E-08,,1.34,1.339947147
1.35,6.349946534,,1.35,5.29366E-08,,1.35,1.349947063
1.36,6.35994645,,1.36,5.302E-08,,1.36,1.35994698
1.37,6.369946365,,1.37,5.31034E-08,,1.37,1.369946897
1.38,6.379946281,,1.38,5.31867E-08,,1.38,1.379946813
1.39,6.389946197,,1.39,5.32701E-08,,1.39,1.38994673
1.4,6.399946113,,1.4,5.33535E-08,,1.4,1.399946647
1.41,6.409946029,,1.41,5.34369E-08,,1.41,1.409946563
1.42,6.419945944,,1.42,5.35202E-08,,1.42,1.41994648
1.43,6.42994586,,1.43,5.36036E-08,,1.43,1.429946396
1.44,6.439945776,,1.44,5.3687E-08,,1.44,1.439946313
1.45,6.449945692,,1.45,5.37703E-08,,1.45,1.44994623
1.46,6.459945608,,1.46,5.38537E-08,,1.46,1.459946146
1.47,6.469945523,,1.47,5.39371E-08,,1.47,1.469946063
1.48,6.479945439,,1.48,5.40205E-08,,1.48,1.47994598
1.49,6.489945355,,1.49,5.41038E-08,,1.49,1.489945896
1.5,6.499945271,,1.5,5.41872E-08,,1.5,1.499945813
1.51,6.509945187,,1.51,5.42706E-08,,1.51,1.509945729
1.52,6.519945102,,1.52,5.4354E-08,,1.52,1.519945646
1.53,6.529945018,,1.53,5.44373E-08,,1.53,1.529945563
1.54,6.539944934,,1.54,5.45207E-08,,1.54,1.539945479
1.55,6.54994485,,1.55,5.46041E-08,,1.55,1.549945396
1.56,6.559944766,,1.56,5.46874E-08,,1.56,1.559945313
1.57,6.569944681,,1.57,5.47708E-08,,1.57,1.569945229
1.58,6.579944597,,1.58,5.48542E-08,,1.58,1.579945146
1.59,6.589944513,,1.59,5.49376E-08,,1.59,1.589945062
1.6,6.599944429,,1.6,5.50209E-08,,1.6,1.599944979
1.61,6.609944345,,1.61,5.51043E-08,,1.61,1.609944896
1.62,6.61994426,,1.62,5.51877E-08,,1.62,1.619944812
1.63,6.629944176,,1.63,5.52711E-08,,1.63,1.629944729
1.64,6.639944092,,1.64,5.53544E-08,,1.64,1.639944646
1.65,6.649944008,,1.65,5.54378E-08,,1.65,1.649944562
1.66,6.659943923,,1.66,5.55212E-08,,1.66,1.659944479
1.67,6.669943839,,1.67,5.56045E-08,,1.67,1.669944395
1.68,6.679943755,,1.68,5.56879E-08,,1.68,1.679944312
1.69,6.689943671,,1.69,5.57713E-08,,1.69,1.689944229
1.7,6.699943587,,1.7,5.58547E-08,,1.7,1.699944145
1.71,6.709943502,,1.71,5.5938E-08,,1.71,1.709944062
1.72,6.719943418,,1.72,5.60214E-08,,1.72,1.719943979
1.73,6.729943334,,1.73,5.61048E-08,,1.73,1.729943895
1.74,6.73994325,,1.74,5.61882E-08,,1.74,1.739943812
1.75,6.749943166,,1.75,5.62715E-08,,1.75,1.749943728
1.76,6.759943081,,1.76,5.63549E-08,,1.76,1.759943645
1.77,6.769942997,,1.77,5.64383E-08,,1.77,1.769943562
1.78,6.779942913,,1.78,5.65216E-08,,1.78,1.779943478
1.79,6.789942829,,1.79,5.6605E-08,,1.79,1.789943395
1.8,6.799942745,,1.8,5.66884E-08,,1.8,1.799943312
1.81,6.80994266,,1.81,5.67718E-08,,1.81,1.809943228
1.82,6.819942576,,1.82,5.68551E-08,,1.82,1.819943145
1.83,6.829942492,,1.83,5.69385E-08,,1.83,1.829943061
1.84,6.839942408,,1.84,5.70219E-08,,1.84,1.839942978
1.85,6.849942324,,1.85,5.71053E-08,,1.85,1.849942895
1.86,6.859942239,,1.86,5.71886E-08,,1.86,1.859942811
1.87,6.869942155,,1.87,5.7272E-08,,1.87,1.869942728
1.88,6.879942071,,1.88,5.73554E-08,,1.88,1.879942645
1.89,6.889941987,,1.89,5.74387E-08,,1.89,1.889942561
1.9,6.899941903,,1.9,5.75221E-08,,1.9,1.899942478
1.91,6.909941818,,1.91,5.76055E-08,,1.91,1.909942395
1.92,6.919941734,,1.92,5.76889E-08,,1.92,1.919942311
1.93,6.92994165,,1.93,5.77722E-08,,1.93,1.929942228
1.94,6.939941566,,1.94,5.78556E-08,,1.94,1.939942144
1.95,6.949941482,,1.95,5.7939E-08,,1.95,1.949942061
1.96,6.959941397,,1.96,5.80224E-08,,1.96,1.959941978
1.97,6.969941313,,1.97,5.81057E-08,,1.97,1.969941894
1.98,6.979941229,,1.98,5.81891E-08,,1.98,1.979941811
1.99,6.989941145,,1.99,5.82725E-08,,1.99,1.989941728
2,6.99994106,,2,5.83558E-08,,2,1.999941644
2.01,7.009940976,,2.01,5.84392E-08,,2.01,2.009941561
2.02,7.019940892,,2.02,5.85226E-08,,2.02,2.019941477
2.03,7.029940808,,2.03,5.8606E-08,,2.03,2.029941394
2.04,7.039940724,,2.04,5.86893E-08,,2.04,2.039941311
2.05,7.049940639,,2.05,5.87727E-08,,2.05,2.049941227
2.06,7.059940555,,2.06,5.88561E-08,,2.06,2.059941144
2.07,7.069940471,,2.07,5.89395E-08,,2.07,2.069941061
2.08,7.079940387,,2.08,5.90228E-08,,2.08,2.079940977
2.09,7.089940303,,2.09,5.91062E-08,,2.09,2.089940894
2.1,7.099940218,,2.1,5.91896E-08,,2.1,2.09994081
2.11,7.109940134,,2.11,5.92729E-08,,2.11,2.109940727
2.12,7.11994005,,2.12,5.93563E-08,,2.12,2.119940644
2.13,7.129939966,,2.13,5.94397E-08,,2.13,2.12994056
2.14,7.139939882,,2.14,5.95231E-08,,2.14,2.139940477
2.15,7.149939797,,2.15,5.96064E-08,,2.15,2.149940394
2.16,7.159939713,,2.16,5.96898E-08,,2.16,2.15994031
2.17,7.169939629,,2.17,5.97732E-08,,2.17,2.169940227
2.18,7.179939545,,2.18,5.98565E-08,,2.18,2.179940143
2.19,7.189939461,,2.19,5.99399E-08,,2.19,2.18994006
2.2,7.199939376,,2.2,6.00233E-08,,2.2,2.199939977
2.21,7.209939292,,2.21,6.01067E-08,,2.21,2.209939893
2.22,7.219939208,,2.22,6.019E-08,,2.22,2.21993981
2.23,7.229939124,,2.23,6.02734E-08,,2.23,2.229939727
2.24,7.23993904,,2.24,6.03568E-08,,2.24,2.239939643
2.25,7.249938955,,2.25,6.04402E-08,,2.25,2.24993956
2.26,7.259938871,,2.26,6.05235E-08,,2.26,2.259939476
2.27,7.269938787,,2.27,6.06069E-08,,2.27,2.269939393
2.28,7.279938703,,2.28,6.06903E-08,,2.28,2.27993931
2.29,7.289938619,,2.29,6.07736E-08,,2.29,2.289939226
2.3,7.299938534,,2.3,6.0857E-08,,2.3,2.299939143
2.31,7.30993845,,2.31,6.09404E-08,,2.31,2.30993906
2.32,7.319938366,,2.32,6.10238E-08,,2.32,2.319938976
2.33,7.329938282,,2.33,6.11071E-08,,2.33,2.329938893
2.34,7.339938197,,2.34,6.11905E-08,,2.34,2.339938809
2.35,7.349938113,,2.35,6.12739E-08,,2.35,2.349938726
2.36,7.359938029,,2.36,6.13573E-08,,2.36,2.359938643
2.37,7.369937945,,2.37,6.14406E-08,,2.37,2.369938559
2.38,7.379937861,,2.38,6.1524E-08,,2.38,2.379938476
2.39,7.389937776,,2.39,6.16074E-08,,2.39,2.389938393
2.4,7.399937692,,2.4,6.16907E-08,,2.4,2.399938309
2.41,7.409937608,,2.41,6.17741E-08,,2.41,2.409938226
2.42,7.419937524,,2.42,6.18575E-08,,2.42,2.419938143
2.43,7.42993744,,2.43,6.19409E-08,,2.43,2.429938059
2.44,7.439937355,,2.44,6.20242E-08,,2.44,2.439937976
2.45,7.449937271,,2.45,6.21076E-08,,2.45,2.449937892
2.46,7.459937187,,2.46,6.2191E-08,,2.46,2.459937809
2.47,7.469937103,,2.47,6.22744E-08,,2.47,2.469937726
2.48,7.479937019,,2.48,6.23577E-08,,2.48,2.479937642
2.49,7.489936934,,2.49,6.24411E-08,,2.49,2.489937559
2.5,7.49993685,,2.5,6.25245E-08,,2.5,2.499937476
2.51,7.509936766,,2.51,6.26078E-08,,2.51,2.509937392
2.52,7.519936682,,2.52,6.26912E-08,,2.52,2.519937309
2.53,7.529936598,,2.53,6.27746E-08,,2.53,2.529937225
2.54,7.539936513,,2.54,6.2858E-08,,2.54,2.539937142
2.55,7.549936429,,2.55,6.29413E-08,,2.55,2.549937059
2.56,7.559936345,,2.56,6.30247E-08,,2.56,2.559936975
2.57,7.569936261,,2.57,6.31081E-08,,2.57,2.569936892
2.58,7.579936177,,2.58,6.31915E-08,,2.58,2.579936809
2.59,7.589936092,,2.59,6.32748E-08,,2.59,2.589936725
2.6,7.599936008,,2.6,6.33582E-08,,2.6,2.599936642
2.61,7.609935924,,2.61,6.34416E-08,,2.61,2.609936558
2.62,7.61993584,,2.62,6.35249E-08,,2.62,2.619936475
2.63,7.629935756,,2.63,6.36083E-08,,2.63,2.629936392
2.64,7.639935671,,2.64,6.36917E-08,,2.64,2.639936308
2.65,7.649935587,,2.65,6.37751E-08,,2.65,2.649936225
2.66,7.659935503,,2.66,6.38584E-08,,2.66,2.659936142
2.67,7.669935419,,2.67,6.39418E-08,,2.67,2.669936058
2.68,7.679935334,,2.68,6.40252E-08,,2.68,2.679935975
2.69,7.68993525,,2.69,6.41086E-08,,2.69,2.689935891
2.7,7.699935166,,2.7,6.41919E-08,,2.7,2.699935808
2.71,7.709935082,,2.71,6.42753E-08,,2.71,2.709935725
2.72,7.719934998,,2.72,6.43587E-08,,2.72,2.719935641
2.73,7.729934913,,2.73,6.4442E-08,,2.73,2.729935558
2.74,7.739934829,,2.74,6.45254E-08,,2.74,2.739935475
2.75,7.749934745,,2.75,6.46088E-08,,2.75,2.749935391
2.76,7.759934661,,2.76,6.46922E-08,,2.76,2.759935308
2.77,7.769934577,,2.77,6.47755E-08,,2.77,2.769935224
2.78,7.779934492,,2.78,6.48589E-08,,2.78,2.779935141
2.79,7.789934408,,2.79,6.49423E-08,,2.79,2.789935058
2.8,7.799934324,,2.8,6.50257E-08,,2.8,2.799934974
2.81,7.80993424,,2.81,6.5109E-08,,2.81,2.809934891
2.82,7.819934156,,2.82,6.51924E-08,,2.82,2.819934808
2.83,7.829934071,,2.83,6.52758E-08,,2.83,2.829934724
2.84,7.839933987,,2.84,6.53591E-08,,2.84,2.839934641
2.85,7.849933903,,2.85,6.54425E-08,,2.85,2.849934557
2.86,7.859933819,,2.86,6.55259E-08,,2.86,2.859934474
2.87,7.869933735,,2.87,6.56093E-08,,2.87,2.869934391
2.88,7.87993365,,2.88,6.56926E-08,,2.88,2.879934307
2.89,7.889933566,,2.89,6.5776E-08,,2.89,2.889934224
2.9,7.899933482,,2.9,6.58594E-08,,2.9,2.899934141
2.91,7.909933398,,2.91,6.59428E-08,,2.91,2.909934057
2.92,7.919933314,,2.92,6.60261E-08,,2.92,2.919933974
2.93,7.929933229,,2.93,6.61095E-08,,2.93,2.929933891
2.94,7.939933145,,2.94,6.61929E-08,,2.94,2.939933807
2.95,7.949933061,,2.95,6.62762E-08,,2.95,2.949933724
2.96,7.959932977,,2.96,6.63596E-08,,2.96,2.95993364
2.97,7.969932892,,2.97,6.6443E-08,,2.97,2.969933557
2.98,7.979932808,,2.98,6.65264E-08,,2.98,2.979933474
2.99,7.989932724,,2.99,6.66097E-08,,2.99,2.98993339
3,7.99993264,,3,6.66931E-08,,3,2.999933307
3.01,8.009932556,,3.01,6.67765E-08,,3.01,3.009933224
3.02,8.019932471,,3.02,6.68599E-08,,3.02,3.01993314
3.03,8.029932387,,3.03,6.69432E-08,,3.03,3.029933057
3.04,8.039932303,,3.04,6.70266E-08,,3.04,3.039932973
3.05,8.049932219,,3.05,6.711E-08,,3.05,3.04993289
3.06,8.059932135,,3.06,6.71933E-08,,3.06,3.059932807
3.07,8.06993205,,3.07,6.72767E-08,,3.07,3.069932723
3.08,8.079931966,,3.08,6.73601E-08,,3.08,3.07993264
3.09,8.089931882,,3.09,6.74435E-08,,3.09,3.089932557
3.1,8.099931798,,3.1,6.75268E-08,,3.1,3.099932473
3.11,8.109931714,,3.11,6.76102E-08,,3.11,3.10993239
3.12,8.119931629,,3.12,6.76936E-08,,3.12,3.119932306
3.13,8.129931545,,3.13,6.77769E-08,,3.13,3.129932223
3.14,8.139931461,,3.14,6.78603E-08,,3.14,3.13993214
3.15,8.149931377,,3.15,6.79437E-08,,3.15,3.149932056
3.16,8.159931293,,3.16,6.80271E-08,,3.16,3.159931973
3.17,8.169931208,,3.17,6.81104E-08,,3.17,3.16993189
3.18,8.179931124,,3.18,6.81938E-08,,3.18,3.179931806
3.19,8.18993104,,3.19,6.82772E-08,,3.19,3.189931723
3.2,8.199930956,,3.2,6.83606E-08,,3.2,3.199931639
3.21,8.209930872,,3.21,6.84439E-08,,3.21,3.209931556
3.22,8.219930787,,3.22,6.85273E-08,,3.22,3.219931473
3.23,8.229930703,,3.23,6.86107E-08,,3.23,3.229931389
3.24,8.239930619,,3.24,6.8694E-08,,3.24,3.239931306
3.25,8.249930535,,3.25,6.87774E-08,,3.25,3.249931223
3.26,8.259930451,,3.26,6.88608E-08,,3.26,3.259931139
3.27,8.269930366,,3.27,6.89442E-08,,3.27,3.269931056
3.28,8.279930282,,3.28,6.90275E-08,,3.28,3.279930972
3.29,8.289930198,,3.29,6.91109E-08,,3.29,3.289930889
3.3,8.299930114,,3.3,6.91943E-08,,3.3,3.299930806
3.31,8.309930029,,3.31,6.92777E-08,,3.31,3.309930722
3.32,8.319929945,,3.32,6.9361E-08,,3.32,3.319930639
3.33,8.329929861,,3.33,6.94444E-08,,3.33,3.329930556
